121278,Aluwin SA,Rue Vital Francoise,220,B-6001,MARCINELLE,BE
121279,Bellemans B.V.B.A,Edingsesteenweg,315,B-1755,KESTER,BE
12128,Fenematex B.V.,Boelelaan,7,1083 HJ,Amsterdam,NL
121280,XXX-Hendriks Geveltechniek B.V.,Postbus,499,3900AL,Veenendaal,NL
121281,Otolift Trapliften BV,Lekdijk Oost,27A,2861GB,BERGAMBACHT,NL
121282,Allmetal,Ringlaan,99,B-2830,WILLEBROEK,BE
121283,Swiss Mangement N.V,Geloeslaan,30,B-3630,Maasmechelen,BE
121284,BMT Machinery Trade,Markenweg,5 B,7051HS,VARSSEVELD,NL
121285,Pecocar Holland B.V,Van Koersveldweg,1,7665SG,ALBERGEN,NL
121286,Bouwcenter Ramen & Deuren,Hoge Mauw,530,B-2370,ARENDONK,BE
121287,Norbert Vincon GmbH,Gewerbestraße,7,D-75015 Bretten,Bretten (Gölshausen),DE
121288,Crispyn B.V.B.A,Ambachtenlaan,3,B-9990,MALDEGEM,BE
121289,Selden Mast SAS,ZA Actipole Quest,85,F-85170,LE POIRE SUR VIE,FR
12129,ICA Werkvoorzieningschap,Avelingen-West,2,4202 MS,GORINCHEM,NL
121290,Decoranda B.V.B.A,Krommeweg,40 B,B-9990,Maldegem,BE
121291,Gypen B.V.B.A,Heitse Hoekstraat,10D,B-2220,Heist op den Berg,BE
121292,Menuisere J. Horman,Grand Route,60,B-6640,VAUX-SUR-SÜRE,BE
121293,Versteeg Elektrotechniek,Maasdijk,27,4261AC,WIJK EN AALBURG,NL
121294,Sobama N.V,Ambachtsweg,9,B-2310,RIJCKEVORSEL,BE
121295,Thermo Konstrukties BV,Van Galenweg,23,5431LG,CUIJK,NL
121296,Metalbau Willy Schuller KG,Werkstraße,1,52531,Urbach-Palenberg,DE
121297,XXX-Aevum,Atoomweg,9,1627LE,HOORN NH,NL
121298,Jaeken bvba,Weg Naar Opitter,60,B-3670,NEERGLABBEEK,BE
121299,De Jong Glas,Vouersweg,105,6161AG,GELEEN,NL
12130,Huygen Elektromotor bvba,Kolmenstraat,50,B-3820,ALKEN,BE
121300,AB Aluminium Europe BV,Lorentzstraat,8,2665JE,BLEISWIJK,NL
1213000,Kloeckner Metals Netherlands,Donk,6,2991LE,BARENDRECHT,NL
121301,Van de Bogerd BV,Draadbaan,49,2352BM,LEIDERDORP,NL
121302,Aeroworks Composities BV,Professor Ter Veenweg,9,1775BH,MIDDENMEER,NL
121303,Servicemontagebedrijf Gassel VOF,Heidestraat,2,5438NG,GASSEL,NL
121304,VT Kozijnen,Schouwersweg,28,4451HT,HEINKENSZAND,NL
121305,XXX-Willems Aluminium Constructies B.V.,Industriestraat,12,8081HG,Elburg,NL
121306,Elumatec Italia srl,Via Rivani,99,I-40138,Bologna (BO),IT
121307,Driessen Catering Equipment Ltd,68/2-3 Moo 4 Tumbol Banklang,,51000,LAMPHUN,TH
121308,Lokal Aluminiumbouw,De Trompet,1550,1967DB,Heemskerk,NL
121309,Dutycases,De Kiel,20,9206BG,DRACHTEN,NL
12131,NV Janssen & Zoon,Kastelijn,73,B-2300,TURNHOUT,BE
121310,Baron Marine BV,Postbus,1306,4700BH,ROOSENDAAL,NL
121311,Dutch Metal Products,Nijverheidsstraat,5,1521NG,WORMERVEER,NL
121312,Van Looveren Ramen BV,Brekelen,9,B-2990,WUUSTWEZEL,BE
121313,Ralco NV,Herderstraat,10,B-9240,ZELE,BE
121314,Hubens Machinehandel BV,Rozenobel,8,5986PB,BERINGE,NL
121315,DORMA van Duin Nederland BV,Dalwagen,45,6669CB,DODEWAARD,NL
121316,DV-TEC B.V.B.A,Waterven,14,B-8501,HEULE /KORTRIJK,BE
121317,Ursus nv,Kunstdal,19A,B-9900,EEKLO,BE
121318,Wemaro,Max-Eyth-straße,7,D75428,Illingen,DE
121319,XXX-Quintall (zie deb.nr.12615),Bovendijk,34,2295RZ,Kwintsheul,NL
12132,Aluco BV,Hessenweg,14,3731 JK,DE BILT,NL
121320,Alkondor Hengelo BV,Wegtersweg,7-19,7556BP,HENGELO OV,NL
121321,XXX-Cesar Kozijn,Gildenweg,20,7021BR,Zelhem,NL
121322,Cornelis NV,Handelsstraat,21,B-8630,VEURNE,BE
121323,Altena Cleaning BV,Keurweg,10,5145NX,WAALWIJK,NL
121324,Holland Shielding Systems BV,Jacobus Lipsweg,124,3316BP,DORDRECHT,NL
121325,MZAllpro BV,Spuiweg,10,5145NE,WAALWIJK,NL
121326,DW Kozijnen BV,Taanderstraat,18,2222BE,KATWIJK ZH,NL
121327,Techmo-Ser Industrie,Fabriekstraat,42,5753AH,DEURNE,NL
121328,Bruggeman Unger Holding BV,Oude Arnhemseweg,45,6741EG,LUNTEREN,NL
121329,Quantor bvba,Wingepark,37,B-3110,ROTSELAAR,BE
12133,Aluverre Gevelbouw BV,Kade,48,3371EP,HARDINXVELD GIESSENDAM,NL
121330,Van Oorschot Aluminium BV,Waterbeemd,2 A,5705DN,HELMOND,NL
121331,Metacon BV,James Wattstraat,14,2809PA,GOUDA,NL
121332,Adboard Sign & Display,L.J. Costerstraat,13,8140AB,HEINO,NL
121333,A.J.J.M van Iersel Holding BV,Zijbergsestraat,31,4921CM,MADE,NL
121334,Global Air Systems BV,Keurweg,10,5145NX,WAALWIJK,NL
121335,Alukon Zeeland BV,Kleverkerkseweg,79,4338PM,MIDDELBURG,NL
121336,De Vries Project Design BV,Park Forum,1037,5657HJ,EINDHOVEN,NL
121337,XXX -ARLU nv,Bankstraat,2,B-9770,KRUISHOUTEM,BE
121338,Beaufair Expositiesystemen,Coenecoop,719,2741PW,WADDINXVEEN,NL
121339,Hansa liising Eesti AS,Liivalaia,12,15039,Tallin,EST
12134,Weiland Maquettes,Middelie,24,1472 GP,MIDDELIE,NL
121340,PM Beheer,Goudplevier,14,8103ER,RAALTE,NL
121341,Cargo 3 Unit Ndl,Spinozahof,14,1561KP,KROMMENIE,NL
121342,Artel BV,Sprundelseweg,49,4715RB,RUCPHEN,NL
121343,Kempers Bedrijfsbeheer BV,Teddingtonweg,3,2421LL,NIEUWKOOP,NL
121344,Dijkema Ramen en Deuren BV,Logistiekweg,28,7007CJ,DOETINCHEM,NL
121345,Eta-com B  NV/SA,Scheldeweg,4,B-2850,BOOM,BE
121346,Key ICT BV,Takkebijster,61a,4817BL,BREDA,NL
121347,Hebo Onroerend Goed BV,Postbus,10,7496ZG,HENGEVELDE,NL
121348,Maison Ballez sa,Grand Rue,36,B-7370,DOUR,BE
121349,Salco bvba,Delften,6,B-2390,MALLE,BE
12135,Van der Peijl Techniek,Mr. F.J. Haarmanweg,41,4538AN,TERNEUZEN,NL
121350,Technilight bvba,Olmstraat,68 A,B-8790,WAREGEM,BE
121351,XXX-Walschaerts Dirk bvba,Maanstraat,3,B-2800,MECHELEN,BE
121352,Van Veldhuisen Aluminium Constructies,Max Planckstraat,8,6716BE,EDE GLD,NL
121353,MR Interieur Design BV,Goudsmid,3,2461LZ,TER AAR,NL
121354,RKB BV,Noordzijde,33,2411RB,BODEGRAVEN,NL
121355,XXX-Ventura Gevelelementen B.V./Didam,Postbus,85006,3508AA,Utrecht,NL
121356,Ventura Business,Ravensweide,160,3439LD,Nieuwegein,NL
121357,Joop Gardien Intools,Stationsweg,23,2675AM,HONSELERSDIJK,NL
121358,Bruma machines BV,Edyweg,17,6956BA,SPANKEREN,NL
121359,Cleirbaut BVBA Aluminiumwerken,Zwarte Leeuwstraat,93,B-2820,BONHEIDEN,BE
12136,Bennis Arnhem BV,Nieuwe Kade,20,6827AB,ARNHEM,NL
121360,Vinck Marcel bvba,Nobels-Peelmanstraat,11,B-9100,SINT NIKLAAS,BE
121361,Elumatec Makina Tic. San. Ltd. Sti.,Kucuk Halkali Cad,28,TR-34560,Bagicillar Istanbull,TR
121362,Dutch Wall Systems,Kroonstraat,6,4879AV,ETTEN LEUR,NL
121363,Elumatec Middle East LLC,Nad Al Hamar Road P.O.B,215623,-,Dubai,VAE
121364,NV Renson Ventilation SA,Maalbeekstraat,10,B-8790,Waregem,BE
121365,R2 projects bvba,Hoogveld,52,B-9200,DENDERMONDE,BE
121366,Multy-Construct NV,Zevenputtenstraat,28,B-3690,ZUTENDAAL,BE
121367,De Hondt NV,Gerselarendries,27,B-1850,GRIMBERGEN,BE
121368,Maintenance Partners Belgium,Sint Katriensteenweg,41,B-8520,Kuurne,BE
121369,Famatec Spa,Via Dellíndustria,15,,Mollaro di Taio (TN),IT
12137,Black & Decker Nederland BV,Joulehof,12,4622RG,BERGEN OP ZOOM,NL
121370,Maurice Produkties BV,Expeditiestraat,11,5961PX,HORST,NL
121371,XXX-Staaltech Aluminium,Leigraafseweg,6,6983BP,Doesburg,NL
121372,A.V.M. Ammerlaan Vastgoed BV,Postbus,6178,5960AD,HORST,NL
121373,Henku Kozijnen BV,De Bolanden,5,7071PW,ULFT,NL
121374,XXX-Stokvis Rolluiken en Winkelpuien BV,Kompasstraat,9-11,2901AM,CAPELLE AAN DEN IJSSEL,NL
121375,Kuyer Metaalwerken BV,Postbus,1035,3860BA,NIJKERK GLD,NL
121376,Van der Werf Flightcases,Nieuw Amsterdamseweg,16A,7761PB,SCHOONEBEEK,NL
121377,Bouten Kozijn & Geveltechniek BV,Edisonweg,4,5991EL,BAARLO LB,NL
121378,XXX-Dekla Holland,Graftermeerstraat,55,2131AB,Hoofddorp,NL
121379,XXX-Diro BV,Weteringshoek,26 A,5328BN,Rossum (GLD),NL
12138,Bomij Groothandel,Nijverheidsstraat,1,1704 RA,HEERHUGOWAARD,NL
121380,Glashandel Aluminiumbouw Oud Zevenaar,Dijkweg,17,6905BA,ZEVENAAR,NL
121381,Vlieghe kunststof,Gentsesteenweg,143,B-8500,KORTRIJK,BE
121382,DHW Geveltechniek,Ampèrelaan,11,9207AM,DRACHTEN,NL
121383,Alconstrux BV,Wageningselaan,40,3903LA,VEENENDAAL,NL
121384,Vitralux NV,Pontstraat,2,B-9770,KRUISHOUTEM,BE
121385,XXX-Cocoon Veranda`s BVBA,Breitwaterstraat,13,B-3630,Maasmechelen,BE
121386,V.P.G. Aluminium Ramen en Geveltechniek,Touwslager,40,5253RK,NIEUWKUIJK,NL
121387,Van Mierlo Technische HO BV,Vossembeemd,106,5705CL,HELMOND,NL
121388,Nedko-Kozijntechniek,Staalsteden,20,7547TA,ENSCHEDE,NL
121389,Haro Aluminium Veenendaal BV,Transfomatorstraat,4,3903LT,VEENENDAAL,NL
12139,Bouwmachines Den Haag,Junostraat,24,2516 BR,'S-GRAVENHAGE,NL
121390,XXXHC- Metaal B.V.,Blauwwater,28,5951DB,Belfeld,NL
121391,XXX-A-konsept B.V.,Einsteinstraat,30,1704RT,HEERHUGOWAARD,NL
121392,Ploeg Kozijnen BV,Pesetaweg,45,2153PJ,NIEUW VENNEP,NL
121393,Manders Automation BV,Keizersveld,16,5803AN,VENRAY,NL
121394,Alu-V,Nijverheidstraat,64,B-2160,WOMMELGEM,BE
121395,DW Construct BVBA,Bloemendaalstraat,32,B-3545,HALEN,BE
121396,Raayland College,Smakterweg,19,5804AE,VENRAY,NL
121397,MGM Manfred Greiner GmbH,Tannenstr.,15/1,D-75217,Birkenfeld,DE
121398,Hendriks Materieel BV,Wageningselaan,6,3903LA,Veenendaal,NL
121399,Bolleboom VOF,Haansberg,80,4874NL,ETTEN LEUR,NL
12140,Business Art Service,Oosterhoutseweg,18,4941 WZ,RAAMSDONKSVEER,NL
121400,Kusters bvba,Oud Sluisstraat,20,B-2110,WIJNEGEM,BE
121401,Maars Partitioning Systems BV,Newtonweg,1,3846BJ,HARDERWIJK,NL
121402,Voskamp Groep Zuid BV,Kanaaldijk Zuid,3,5613LE,EINDHOVEN,NL
121403,Hepro Productie BV,Eg Weg,12,9636HX,ZUIDBROEK,NL
121404,Cipac Bruxelles,Chée de Waterloosesteenweg,334,B-1060,BRUSSEL,BE
121405,Van der Meer BV,Westlandseweg,11,2291PG,WATERINGEN,NL
121406,Smiemans Projecten,Bovendijk,29,2295RV,KWINTSHEUL,NL
121407,Beliworks NV,L. De Raetlaan,10,B-3900,OVERPELT,BE
121408,Vabo Aluminium Ramen & Geveltechniek,Vaartweg,11,4905BK,OOSTERHOUT NB,NL
121409,XXX-Alu-Paul bvba,Stenenstap,16,B-2500,LIER,BE
12141,XXX-Cios BV,Calandstraat,78,3125 BB,Schiedam,NL
121410,Tekoma BV,Koperweg,3,2401LH,ALPHEN AAN DEN RIJN,NL
121411,JD Machines Services bvba,Lodewijk Dosfelstraat,9,B-8870,Izegem,BE
121412,B&V Geveltechniek BV,Innovatieweg,17,7007CD,DOETINCHEM,NL
121413,SDE,Rue de Livourne,66,B-1000,Brussel,BE
121414,Ter Haar IJzerhandel BV,Ambachtstraat,7,7622AS,BORNE,NL
121415,Ultra- Frame,Emopad,35,5660AC,GELDROP,NL
121416,Asec Ramen en Deuren,Galgeveldstraat,14,B-3293,DIEST,BE
121417,XXX-Byldis Facades BV,De Run,4225,5503LM,VELDHOVEN,NL
121418,XXX-C&W Interiors,Postbus,19,4190CA,Geldermalsen,NL
121419,XXX-Gruijters Aluminium BV,Weerijs,18,5422WV,GEMERT,NL
12142,Lourens,Beukenlaan,37,6862 HT,OOSTERBEEK,NL
121420,Soete Aluminium,Langemarkseweg,10 C,B-8904,BOEZINGE (IEPER),BE
121421,Blommaert Aluminium Constructions,Stokerijstraat,35,B-2110,WIJNEGEM,BE
121422,Hoefnagels Fire Safety,Technopol,25,5026SB,TILBURG,NL
121423,Techwin Software bvba,Brusselsesteenweg,267,B-2800,MECHELEN,BE
121424,Gealan Fenster Systeme GMBH,Hofer Strasse,80,D-95145,OBERKOTZAU,DE
121425,Westalu bvba,Kaaibeeksedijk,12A,B-2260,WESTERLO,BE
121426,Voskamp Groep Oost BV,Bornerbroekstraat,459 B,7609PK,ALMELO,NL
121427,Voortman Machines BV,Nijverheidsstraat,6,7461AE,RIJSSEN,NL
121428,Duscholux SA,Rue d`Uebersyren,,L-6930,MENSDORF,LU
121429,Helico bvba,Kruineikestraat,113,B-3150,HAACHT /WESPELAAR,BE
12143,Comhan Holland BV,Johan Enschedeweg,11,1422DR,UITHOORN,NL
121430,Ruchser GMBH,Banhofstraße,49,D-74336,BRACKENHEIM,DE
121431,Van der Velden Aluminium,Maatlat,2,1906BL,LIMMEN,NL
121432,Agmi BV,Steenweg,11b,5932AC,TEGELEN,NL
121433,Breeuwer Uden BV,Handelslaan,12,5405AE,UDEN,NL
121434,Alurama,Oostkaai,23,B-8900,IEPER,BE
121435,XXX-Widam Holding B.V.,Postbus,63,1620AB,Hoorn,NL
121436,Via Engineering BV,Dr H.van Doorneweg,38,5753PM,DEURNE,NL
121437,XXX-Van Hyfte BVBA,Koning Leopoldlaan,81 B,B-9990,MALDEGEM,BE
121438,Byenhof Alu-en Kunststoftechniek BV,Goorsestraat,6,7041GA,'S-HEERENBERG,NL
121439,Alunata bvba,Teugelveldstraat,5,B-3732,SCHALKEVEN,BE
12144,Van der Ham IJzerwaren,Waldorpstraat,276,2521G,'S-GRAVENHAGE,NL
121440,Moeys NV / SA,Egenhovenstraat,21,B-3060,BERTEM,BE
121441,XXX-Broeckx Aluminium bvba,Vosseschijnstraat Kaai,140,B-2030,Antwerpen,BE
121442,Machine Fabriek Elburg BV,Industriestraat,10,8081HG,ELBURG,NL
121443,H. Van Gemert,Nijverheidsweg,37,6541CL,NIJMEGEN,NL
121444,ETAP Lighting International NV,Antwerpsesteenweg,130,B-2390,MALLE,BE
121445,Mertens Goossens bvbA,Turfputten,4,B-2250,OLEN,BE
121446,Rutec Engineering BV,Vinkenweg,70,2231NT,RIJNSBURG,NL
121447,Brakel Caribbean Glas & Aluminium NV,P.O. Box,4377,.,WILLEMSTAD CURAÇAO,20
121448,Pol balkonhekken BV,Osloweg,83,9723GE,GRONINGEN,NL
121449,Hollinger maschinen GmbH,Sponheimer,1,D-55469,SIMMERN,DE
12145,Hamstra BV,Versterkerstraat,3 B,1322AN,ALMERE,NL
121450,XXX-Metro Kunststofkozijnen,Holland Marsh,14a,9663AV,Nieuwe Pekela,NL
121451,XXX-SDS Verandabouw,Steenweg op Asse,200,B-1540,HERFELINGEN,BE
121452,Alupro BV,Noordeinde,3,3340AH,HENDRIK IDO AMBACHT,NL
121453,Sega Aluminiumbouw BV,Polakweg,5,2288GE,Rijswijk,NL
121454,Büker Werkzeug,Robert-Bosch-Str,4,D-33178,Borchen,DE
121455,Raamtechniek Zwiers,Zeppelingstraat,17-5,7903BR,HOOGEVEEN,NL
121456,XXX-Ron Meijer,Hoofdweg,252,2908LC,CAPELLE AAN DEN IJSSEL,NL
121457,XXX-OBS Constructie,Oosteindsepad,8A,2661EP,Bergschenhoek,NL
121458,De Pauw Beheer BV,Kastanjeplein,6,5253AW,NIEUWKUIJK,NL
121459,Window Machinery Search LTD,Sandall Carr Road,,DN31QL,DONCASTER,GB
12146,XXX-Hermans Techniek,Postbus,49,5175 ZG,Loon op Zand,NL
121460,De Groot & Visser BV,Marconiweg,1,4207HH,GORINCHEM,NL
121461,Toolrent BV,Rendementsweg,26,3641SL,MIJDRECHT,NL
121462,Remerij Aandrijftechniek,Oosterbracht,14,7821CJ,EMMEN,NL
121463,Elumatec Slovensko s.r.o.,Pribinova,79,920 01,Hlohovec,CS
121464,Metaalwinkel Holding,Koperslagerstraat,12-14,3077MD,Rotterdam,NL
121465,Elumatec Spanien,"Pol Incl Matacas,Nave",25,E-08980,San Feliu de Llobregat,SP
121466,Miloud Deuren,Nieuwenhagerheidestraat,57,6374EB,LANDGRAAF,NL
121467,B&L Exhibits,Kieler Bocht,9,9723JA,GRONINGEN,NL
121468,Gevex Facility BV,Marconiweg,1,4207HH,GORINCHEM,NL
121469,Geveltechniek IJmond BV,Wijkermeerweg,33,1948NT,BEVERWIJK,NL
12147,XXL Maars Productie,Postbus,1000,3840BA,HARDERWIJK,NL
121470,Van Wesel Aluminiumbouw,Bosstraat,46,4704RL,ROOSENDAAL,NL
121471,XXX-Springsteel bvba,Acaciastraat,18G,B-2440,Geel,BE
121472,Jomy SA,Rue Bougogne,20,B-4452,WIHOGNE,BE
121473,Venster Techniek BV,Ericaweg,9,7021PB,ZELHEM,NL
121474,Marques bvba,Jeruzalemstraat,8,B-2000,Antwerpen,BE
121475,Hendrickx Beheer Maatschappij Gilze BV,Bavelseweg,90,5126NN,GILZE,NL
121476,Huijberts Gevelbouw BV,De Veken,4,1716KE,OPMEER,NL
121477,Machine Service Noord,Voor de Blanken,21,7963RP,RUINEN,NL
121478,Smederij Boerakker v.o.f,Van Heemstraweg,128 B,6621KL,DREUMEL,NL
121479,Brand Interieurs,Duurstedeweg,33013,7418CK,DEVENTER,NL
12148,Regts Franker BV,Voltstraat,1,8801PL,FRANEKER,NL
121480,XXX-TCA Exploitatie B.V.,Lireweg,9,7051HW,Varsseveld,NL
121481,Otra-Services,Van der Goesstraat,70,6921ML,DUIVEN,NL
121482,S+B Rotterdam BV,Elandstraat,77,3064AG,ROTTERDAM,NL
121483,Perfecta bvba,Noordervaart,39,B-2200,HERENTALS,BE
121484,G.P.T.Holding,Neon,11,4751XA,OUD GASTEL,NL
121485,Stalufor Concepten in Bouwbeslag BV,Binnenweg,7-9,5683PR,BEST,NL
121486,Smeertechniek Rotterdam,Cairostraat,74,3047BC,ROTTERDAM,NL
121487,Bax Metaal BV,Galgenberg,7,5571SP,BERGEYK,NL
121488,Metal Systems nv/sa,Venecoweg,14A,B-9810,Nazareth,BE
121489,XXX-MetaStyle BV,Kolk,9,6662WE,Elst (GLD),NL
12149,De Goede Visuele Communicatie BV,Rhienderstein,5,6971LW,BRUMMEN,NL
121490,Van Den Bossche Raamfabriek,Windmolenstraat,36,B-9420,VLEKKEM (ERPE-MERE),BE
121491,Fa. Keradak,De Ren,5,6562JJ,GROESBEEK,NL
121492,2B Delighted,Beversesteenweg,565,B-8800,ROESELARE,BE
121494,Schipper Kozijnen Groningen,Osloweg,31-35,9723BG,GRONINGEN,NL
121495,Woningbouw DOCKX bvba,Bleekstraat,19,B-2480,DESSEL,BE
121496,Alkon Aluminium Deuren & Kozijnen,Wesselseweg,27,3771PA,BARNEVELD,NL
121497,Pluijmen BV,Uilenweg,32,6006SK,WEERT,NL
121498,AS-Construct,Geraardsbergestraat,171,B-9660,BRAKEL,BE
121499,Van Schaik Metaalindustrie BV,Ampereweg,9,3442AB,WOERDEN,NL
12150,Peveha BV,Hanzeweg,4,2803MC,GOUDA,NL
121501,Kone Belgium sa/nv,Ch de Louvain/ Leuvensesteenweg,1048,B-1140,BRUSSEL,BE
121502,Vanhoutte-Maes,Kapellestraat,112,B-8020,OOSTKAMP,BE
121503,Façadis Geveltechniek,Zutphenstraat,10,7575EJ,OLDENZAAL,NL
121504,Reekmans Pres-All bvba,Kolmenstraat,1327,B-3570,ALKEN,BE
121505,Werbrouck Alu-PVC,Roeselaarsestraat,531,B-8870,IZEGEM,BE
121506,Alter Expo bvba,Eddastraat,36,B-9042,DESTELDONK,BE
121507,OZN BV,Lange Hei,21,4715RX,RUCPHEN,NL
121508,Smederij FH Felix,Wagenweg,35,2012NB,HAARLEM,NL
121509,Meukens NV,Molendijk,140,B-3582,BERINGEN,BE
12151,Rhigo BV,Calandweg,23,4612PG,BERGEN OP ZOOM,NL
121510,Peter Moeskops bvba,Kanaaldijk,16D,B-2380,RAVELS,BE
121511,Woodtech BV,Vierde Broekdijk,25,7122JD,AALTEN,NL
121512,De Wit bvba,Hombeeksesteenweg,272,B-2800,WALEM,BE
121513,Demasure Gebroeders bvba,Zonnestraat,3,B-8573,TIEGEM,BE
121514,Duco Ventilation & Sun Control,Handelsstraat,19,B-8630,VEURNE,BE
121515,Dukdalf,Industrieweg,106,3144CH,MAASSLUIS,NL
121516,Pez Loco,Zeesluisweg,67,2583DP,'S-GRAVENHAGE,NL
121517,Geupen,De Kolk,103,8255PD,SWIFTERBANT,NL
121518,Multi-Deur Service BV,Nijverheidsweg,25,3899AD,Zeewolde,NL
121519,DHW Zonwering,Ampérelaan,11,9207AM,DRACHTEN,NL
12152,Rutolux Groesbeek BV,Mies,3,6562LZ,GROESBEEK,NL
121520,Vergo -Inox NV,Meertselstraat,78,B-3200,AARSCHOT,BE
121521,Gakon Netafim Greenhouse Projects,Klopperman,60,2292JD,WATERINGEN,NL
121522,Jansen Blokhuizen,Warmseweg,6,7075EP,Etten (GLD),NL
121523,Alku,Zevenheuvelenweg,70,5048AN,TILBURG,NL
121524,XXX-AKZ Terneuzen Ltd,Hughersluijs,29 A,4536HM,TERNEUZEN,NL
121525,Almatec BV,Kottenseweg,129,7107AA,WINTERSWIJK,NL
121526,Slijptechniek v/d Vleuten,Wethouder den Oudenstraat,2,5706ST,HELMOND,NL
121527,Teven Derckx Metals BV,Postbus,5018,6097ZG,HEEL,NL
121528,XXX-Window Works Wiggers BV,Kaagstraat,31,8102GZ,RAALTE,NL
121529,XXX-Dathevis Industrial Holding BV,Hofweg,43,3046NJ,Rotterdam,NL
12153,Electric Power Tools bvba,Padenstraat,1,B-3500,HASSELT,BE
121530,Duco Projects NV,Bedrijvenlaan,2,B-8630,VEURNE,BE
121531,Wim Tas,Soedanhof,5,2622CJ,DELFT,NL
121532,IMEK Fensterbau,Maison,63,L-9980,Wilwerdange,LU
121533,Boeters Metaalproductie,Lierweg,34,2678CW,DE LIER,NL
121534,XXX-Batisystem sarl,17 zone d`activité Op Zaemer,,L-4959,BASCHARAGE,LU
121535,XXX-Verboven Aluminiumwerken,Vroente,4,B-2310,RIJKEVORSEL,BE
121536,XXX-Ramen en Deuren Vandewalle bvba,Koolskampstraat,21 A,B-8830,HOOGLEDE-GITS,BE
121537,Salamander Industrie-Produkte GmbH,Jacob-Sigle-Straße,58,DE 86842,Türkheim,DE
121538,Hanken Electromotoren,Looweg,13,7741EG,COEVORDEN,NL
121539,Machine Techniek F. Klik,Bessens,3,8637VG,WIEUWERD,NL
12154,Karat Nederland BV,Overschieseweg,87,3044EH,ROTTERDAM,NL
121540,XXXBrakel Caribbean Glas en Aluminium NV,Beshiweg,11,,Willemstad,20
121541,Stameta,Weth. Buitenhuisstraat,2,7951SM,STAPHORST,NL
121542,Dorma Foquin NV/SA,Lieven Bauwensstraat,21 A,B-8200,BRUGGE,BE
121543,Amstel Lease Maatschappij NV,Postbus,3171,3502GD,UTRECHT,NL
121544,Ervo Projects NV,Slachthuisstraat,21,B-2300,TURNHOUT,BE
121545,Vaburama bvba,Clemence Dosschestraat,48,B-9800,DEINZE,BE
121546,JMD Nederland BV,Handelsweg,2a,5492NL,SINT OEDENRODE,NL
121547,Westers Kunststoffen,MJ van Olmstraat,52,9672AE,WINSCHOTEN,NL
121548,Hueck Aluminium Profieltechniek,Emmerblok,18,4751XE,OUD GASTEL,NL
121549,Bradwolff Constructie,Etruskenweg,32 D,5349AZ,OSS,NL
12155,Van Beijeren BV,Eikenlaan,241/243,2404BP,ALPHEN AAN DEN RIJN,NL
121550,Kurt Van Tomme,Industrielaan,20,B-9900,EEKLO,BE
121551,S.W.R. BV,Laaglandseweg,45,4214KD,VUREN,NL
121552,Hoza Logistics Solutions,Haven Noordzijde,18,9679TC,SCHEEMDA,NL
121553,Vin Kunststof Kozijnen Elementen Bouw,Fluitersweg,64,7345BJ,WENUM WIESEL,NL
121554,Cosign NV,Industriepark,32 B,B-3290,DIEST,BE
121555,Elco BV,Hamstraat,76,6465AG,KERKRADE,NL
121556,Belfius Lease nv/sa,Rogierplein,11,B-1210,BRUSSEL,BE
121557,XXX-Vermat bvba,Laagland,10,B-2220,HERENTALS,BE
121558,Vetus NV,Fokkerstraat,571,3125BD,SCHIEDAM,NL
121559,HR Groep Leek,Lindesteinlaan,25,9351KA,LEEK,NL
12156,Verhoeven BV Techn. Grooth.,Lissenveld,26,4941 VL,RAAMSDONKSVEER,NL
121560,Elena BV,Stolwijkstraat,57,3079DN,ROTTERDAM,NL
121561,Floor Beveiligingstechniek BV,Groenekanseweg,24,3737AG,GROENEKAN,NL
121562,Van Riemsdijk Rotterdam BV,Stolwijkstraat,57,3079DN,ROTTERDAM,NL
121563,MeerDeur,Westlandseweg,11,2291PG,WATERINGEN,NL
121564,I.T.S. Rotterdam BV,Sluijesdijk,26/32,3087AH,ROTTERDAM,NL
121565,Consumtech,Nicolaas van `t Wouthof,31,3145WK,MAASSLUIS,NL
121566,Pintsch Aben,Herenweg,24 A,3602AP,MAARSSEN,NL
121567,Aluminium Gevelsystemen Heesch,Middelste Groes,27,5384VV,HEESH,NL
121568,Alu-Decock BVBA,Oude Eekhoutstraat,4,B-8850,ARDOOIE,BE
121569,Serko Geveltechniek B.V.,Nieuwe Kruidmolenweg,28,4382WB,VLISSINGEN,NL
12157,XXX-P. De Vries Constructie Bedrijf,Koningstraat,95,1941 BB,Beverwijk,NL
121570,Hegge Toelevering NV,Bosstraat,137,B-3930,HAMONT,BE
121571,Wijnveen & Janssen Holding BV,Nudepark,179,6700AL,WAGENINGEN,NL
121572,Mekking Gereedschapslijperij V.O.F.,Veemarkt,75,1019DA,AMSTERDAM,NL
121573,Pieter Molenaar Aluminiumbearbeitung,Dieselstrasse,9-11,D-47574,GOCH,DE
121574,ATS Transporttechnieken BV,Parallelweg,42,5121LD,RIJEN,NL
121575,Installatiebedrijf Kruit BV,Veenweg,2,2841DG,MOORDRECHT,NL
121576,In-Zee B.V.,Zoeterwoudseweg,21 D,2321GM,LEIDEN,NL
121577,Volierebouw Nederland,Molensteyn,3F,3454PT,DE MEERN,NL
121578,Luten Kunststofkozijnen BV,De Droogmakerij,11,1851LX,HEILOO,NL
121579,Dorenberg,Gust Vandenheuvelstraat,131 C,B-2230,HERSELT,BE
12158,Ecolight BV,Weidehek,8A,4824AS,BREDA,NL
